File ID,Data Split,Original English,English,Hindi,Korean
arctic_a0306,train,He was pressing beyond the limits of his vocabulary.,he was pressing beyond the limits of his vocabulary.,ही वज़ प्रेसिंग बियॉन्ड द लिमिट्स अव हिज़ वोकैब्युलरी.,히 와즈 프레싱 비욘드 더 리미츠 어브 히즈 보캐뷸러리.
arctic_a0307,train,"Very early in my life, I separated from my mother.","very early in my life, i separated from my mother.","वेरी अर्ली इन माय लाइफ, आई सेपरेटेड फ्रम माय मदर.","베리 얼리 인 마이 라이프, 아이 세퍼레이트 프럼 마이 마더."
arctic_a0308,dev,His infernal chattering worries me even now as I think of it.,his infernal chattering worries me even now as i think of it.,हिस इन्फर्नल चैटरिंग वरिज मी ईवन नाउ ऐज आई थिंक अव इट.,히즈 인퍼널 채터링 워리즈 미 이븐 나우 애즈 아이 띵크 오브 잇.
arctic_a0309,train,"White Leghorns, said Mrs Mortimer.","white leghorns, said missus mortimer.","वाइट लेगहॉर्न्स, सेड मिसस मॉर्टिमर.","화이트 레그혼스, 세드 미씨스 모티머."
arctic_a0310,train,"Massage under tension, was the cryptic reply.","massage under tension, was the cryptic reply.","मसाज अंडर टेंशन, वज़ द क्रिप्टिक रिप्लाई.","마사지 언더 텐션, 워즈 더 크립틱 리플라이."
arctic_a0311,train,"Therefore, hurrah for the game.","therefore, hurrah for the game.","देरफोर, हुर्रा फॉर द गेम.","데어포어, 허라 포어 더 게임."
arctic_a0312,train,It lived in perpetual apprehension of that quarter of the compass.,it lived in perpetual apprehension of that quarter of the compass.,इट लिव्ड इन परपेचुअल अप्रिहेंशन अव दैट क्वार्टर अव द कम्पस.,잇 리브드 인 퍼페추얼 앱리헨션 오브 댓 쿼터 오브 더 컴퍼스.
arctic_a0313,train,Broken-Tooth yelled with fright and pain.,broken-tooth yelled with fright and pain.,ब्रोकेन टूथ येल्ड विथ फ्राइट ऐंड पेन.,브로큰투스 옐드 위드 프라이트 앤드 페인.
arctic_a0314,train,Thus was momentum gained in the Younger World.,thus was momentum gained in the younger world.,धस वस मोमेंटम गेन्ड इन द यंगर वर्ल्ड.,따스 와즈 모멘텀 게인드 인 더 영거 월드.
arctic_a0315,test,"Saxon waited, for she knew a fresh idea had struck Billy.","saxon waited, for she knew a fresh idea had struck billy.","सैक्सन वेटिड, फॉर शी न्यू अ फ्रेश आइडिया हैड स्ट्रक बिली.","삭슨 웨이티드, 포어 시 누 아 프레쉬 아이디어 햇 스트럭 빌리."
arctic_a0316,train,"We had been chased by them ourselves, more than once.","we had been chased by them ourselves, more than once.","वी हैड बीन चेस्ट बाय देम आउरसेल्व्ज़, मोर दन वन्स.","위 핻 빈 체이스트 바이 뎀 아우어셀브스, 모어 댄 원스."
arctic_a0317,train,He was a wise hyena.,he was a wise hyena.,ही वस अ वाइज हाईना.,히 워즈 아 와이즈 하이에나.
arctic_a0318,train,Production is doubling and quadrupling upon itself.,production is doubling and quadrupling upon itself.,प्रोडक्शन इस डबलिंग ऐंड क्वाड्रूपलिंग अपॉन इट्सेल्फ.,프로덕션 이즈 더블링 앤드 콰드루플링 어폰 잇셀프.
arctic_a0319,train,"And the Edinburgh Evening News says, with editorial gloom.","and the edinburgh evening news says, with editorial gloom.","एंड दि एडिनबर्ग ईवनिंग न्यूज़ सेज़, विथ एडिटोरियल ग्लूम.","앤드 디 에딘버러 이브닝 뉴스 세즈, 위드 에디토리얼 글룸."
arctic_a0320,train,With my strength I slammed it full into Red-Eye's face.,with my strength i slammed it full into red-eye's face.,विथ माई स्ट्रेंथ आई स्लैम्ड इट फुल इंटू रेड-आईज़ फेस.,위드 마이 스트렝쓰 아이 슬램드 잇 풀 인투 레드아이즈 페이스.
arctic_a0321,train,The log on which Lop-Ear was lying got adrift.,the log on which lop-ear was lying got adrift.,द लॉग ऑन विच लॉप-ईर वस लाइइंग गॉट अड्रिफ्ट.,더 로그 언 위치 랍이어 워즈 라잉 갓 어드리프트.
arctic_a0322,train,This is a common experience with all of us.,this is a common experience with all of us.,दिस इज़ अ कॉमन एक्सपीरियंस विथ ऑल अव अस.,디스 이즈 아 커먼 익스피리언스 위드 올 어브 어스.
arctic_a0323,train,He considered the victory already his and stepped forward to the meat.,he considered the victory already his and stepped forward to the meat.,ही कन्सिडर्ड द विक्टरी ऑलरेडी हिस ऐंड स्टेप्ट फॉरवर्ड टू द मीट.,히 컨시더드 더 빅토리 올레디 히즈 앤드 스텝트 포워드 투 더 미트.
arctic_a0324,dev,It was not Red-Eye's way to forego revenge so easily.,it was not red-eye's way to forego revenge so easily.,इट वस नॉट रेड-आइज़ वे टू फोरगो रिवेंज सो ईज़िली.,잇 워즈 낫 레드아이즈 웨이 투 포어고 리벤지 소 이지리.
arctic_a0325,test,Whiz-zip-bang. Lop-Ear screamed with sudden anguish.,whiz-zip-bang. lop-ear screamed with sudden anguish.,विज़-जिप-बैंग. लॉप-ईयर स्क्रीम्ड विद सडन एंग्विश.,위즈집방. 랍이얼 스크림드 위드 서든 앵귀쉬.
arctic_a0326,train,Cherokee identified himself with his instinct.,cherokee identified himself with his instinct.,चेरोकी आइडेंटिफाइड हिमसेल्फ विद हिज़ इंस्टिंक्ट.,체로키 아이덴티파이드 힘셀프 위드 히즈 인스팅트.
arctic_a0327,dev,"They were less stooped than we, less springy in their movements.","they were less stooped than we, less springy in their movements.","दे वर लेस स्टूप्ड धन वी, लेस स्प्रिंगी इन धेर मूवमेंट्स.","데이 워 레스 스툽트 단 위, 레스 스프링이 인 데어 무브먼츠."
arctic_a0328,train,"The Fire People, like ourselves, lived in caves.","the fire people, like ourselves, lived in caves.","द फायर पीपल, लाइक आउरसेल्व्ज़, लिव्ड इन केव्स.","더 파이어 피플, 라이크 아우어셀브즈, 리브드 인 케이브즈."
arctic_a0329,dev,"Ah, indeed.","ah, indeed.","आ, इंडीड.","아, 인디드."
arctic_a0330,train,Red-Eye never committed a more outrageous deed.,red-eye never committed a more outrageous deed.,रेड-आई नेवर कमिटेड अ मोर आउटरेजस डीड.,레드아이 네버 커미티드 아 모어 아웃레이지어스 디드.
arctic_a0331,train,Poor little Crooked-Leg was terribly scared.,poor little crooked-leg was terribly scared.,पूर लिटल क्रुक्ड-लेग वस टेरिब्ली स्केयर्ड.,푸어 리틀 크룩레그 워즈 테러블리 스케어드.
arctic_a0332,train,"Unconsciously, our yells and exclamations yielded to this rhythm.","unconsciously, our yells and exclamations yielded to this rhythm.","अंकांशसली, आउर येल्स ऐंड एक्स्कलमेशंस यील्डिड टू धिस रिदम.","언컨셔슬리, 아우어 옐스 앤드 익스클러메이션스 일디드 투 디스 리듬."
arctic_a0333,train,This is no place for you.,this is no place for you.,दिस इज नो प्लेस फॉर यू.,디스 이즈 노우 플레이스 포어 유.
arctic_a0334,train,He'll knock you off a few sticks in no time.,he will knock you off a few sticks in no time.,ही विल नॉक यू ऑफ अ फ्यू स्टिक्स इन नो टाइम.,히 윌 낙 유 오프 아 퓨 스틱스 인 노 타임.
arctic_a0335,train,Red-Eye swung back and forth on the branch farther down.,red-eye swung back and forth on the branch farther down.,रेडआई स्वंग बैक ऐंड फॉर्थ ऑन द ब्रांच फारदर डाउन.,레드아이 스웅 백 앤드 포스 온 더 브랜치 파더 다운.
arctic_a0336,test,So unexpected was my charge that I knocked him off his feet.,so unexpected was my charge that i knocked him off his feet.,सो अनएक्सपेक्टेड वज माई चार्ज दैट आई नॉक्ड हिम ऑफ हिज फीट.,소 언익스펙티드 와즈 마이 차지 댓 아이 녹트 힘 오프 히즈 피트.
