File ID,Data Split,Original English,English,Hindi
p257_119,train,I'm delighted about that.,i am delighted about that.,आई ऐम डिलाइटेड अबाउट दैट.
p257_148,train,It is like a football team.,it is like a football team.,इट इज लाइक अ फुटबॉल टीम.
p257_151,train,It opens the door to the Champions League.,it opens the door to the champions league.,इट ओपन्स द दरवाज़ा टू द चैंपियन्स लीग.
p257_187,train,Saturday is gone.,saturday is gone.,सैटरडे इस गोन.
p257_199,train,IT S all in the hair.,it s all in the hair.,इट स औल इन द हेयर.
p257_211,train,We have got to get it right.,we have got to get it right.,वी हैव गाट टू गेट इट राइट.
p257_215,dev,It's just a place to open it.,it's just a place to open it.,इट्स जस्ट अ प्लेस टू ओपन इट.
p257_219,train,At the top of the structure will remain the post of headteacher.,at the top of the structure will remain the post of headteacher.,ऐट द टॉप अव द स्ट्रक्चर विल रिमेन द पोस्ट अव हेडटीचर.
p257_225,train,"I think he's the favourite, no question.","i think he's the favorite, no question.","आई थिंक हीज़ द फेवरिट, नो क्वेश्चन."
p257_230,train,The singer is expected to be in hospital for several days.,the singer is expected to be in hospital for several days.,द सिंगर इस एक्सपेक्टेड टू बी इन हॉस्पिटल फॉर सेवरल डेज.
p257_245,dev,I will not allow the destruction of the Scottish fishing industry.,i will not allow the destruction of the scottish fishing industry.,आई विल नॉट अलाउ द डिस्ट्रक्शन अव द स्कॉटिश फिशिंग इंडस्ट्री.
p257_249,train,I watched a game.,i watched a game.,आई वाच्ट अ गेम.
p257_258,test,"He claimed his insurance company contested the damages, not the restaurant.","he claimed his insurance company contested the damages, not the restaurant.","ही क्लेम्ड हिज़ इंश्योरेंस कंपनी कंटेस्टेड द डैमेज़, नॉट द रेस्टोरेंट."
p257_260,train,"Frankly, we should all have such problems.","frankly, we should all have such problems.","फ्रैंकली, वी शुड ऑल हैव सच प्रॉब्लम्स."
p257_261,train,Similar measures are expected in England and Wales.,similar measures are expected in england and wales.,सिमिलर मेज़र्स आर एक्सपेक्टेड इन इंग्लैंड ऐंड वेल्स.
p257_269,train,She looked so young.,she looked so young.,शी लुक्त सो यंग.
p257_271,train,"For the moment, that is the result of the X-ray.","for the moment, that is the result of the x-ray.","फॉर द मोमेंट, द इस द रिजल्ट अव दि एक्स-रे."
p257_276,train,"Well, he can do it.","well, he can do it.","वेल, ही कैन डू इट."
p257_279,train,He added that public transport improvements must also be maintained.,he added that public transport improvements must also be maintained.,ही अडड थैट पब्लिक ट्रान्सपोर्ट इम्प्रूवमेंट्स मस्ट ऑल्सो बी मेंटेन्ड.
p257_282,train,A new school will be built.,a new school will be built.,अ न्यू स्कूल विल बी बिल्ट.
p257_286,train,The home was now under new management.,the home was now under new management.,द होम वास नौ अंडर न्यू मैनेजमेंट.
p257_294,train,I am very happy to be here.,i am very happy to be here.,आई ऐम वेरी हैपी टू बी हीयर.
p257_301,train,I never thought it would take this long.,i never thought it would take this long.,आई नेवर थॉट इट वुड टेक दिस लॉंग.
p257_327,train,Look at the witnesses.,look at the witnesses.,लुक ऐट द विटनेसेस.
p257_332,train,I was pleased to be back on the podium in Brazil.,i was pleased to be back on the podium in brazil.,आई वाज प्लीज्ड टू बी बैक ऑन द पोडियम इन ब्राज़िल.
p257_334,train,It is not like working for a living.,it is not like working for a living.,इट इज नॉट लाइक वर्किंग फॉर अ लिविंग.
